Example ID,Suffix Guess
5343,"[198,26,27,32,198,29,198,1,198,1,198,1,198,1,198,1,198,1,198,1,198,1,198,1,198,1,198,1,198,1,198,1,198,1,198,1,198,27,198,198,13,29,198,27,198,198,13,198,26,198]"
4568,"[1676,1462,4943,1391,12,25,92,220,220,220,220,220,220,220,1448,197,25,366,1676,1462,1,1391,12,25,92,220,220,220,220,220,220,220,1448,197,25,366,1676,1462,1,1391,12,25,92,220,220,220,220,220,220,220]"
9145,"[198,198,26,12,197,197,197,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,428,197,197,198,197,220,220,220,220,220,220,1782,12,197,197,3419,198,197,220,220,220,220,220,220,1441,12860,9139]"
10747,"[6,1267,10786,917,7785,11321,6,5145,720,705,796,1058,2099,17020,628,5633,357,705,917,7785,5661,6,5145,3,705,796,1058,2099,17020,628,5633,705,917,7785,917,428,6,5145,720,705,796,1058,2099,17020,628,5633,705,917,7785,917]"
11313,"[1659,428,262,198,11,286,286,262,198,11,286,198,11,286,198,11,286,198,11,286,198,11,286,198,11,286,198,11,286,198,11,286,262,198,11,286,198,11,286,198,11,286,198,11,286,198,11,286,262,198]"
12161,"[198,198,13,262,198,13,262,198,198,13,198,198,1462,198,1092,198,1659,198,14108,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198]"
306,"[28,198,4,39069,10116,77,2617,198,220,220,220,220,220,4064,16,62,198,220,220,220,220,220,4064,17,62,198,220,220,220,220,220,220,220,220,4064,18,62,198,220,220,220,220,220,220,220,220,220,220,4064,19]"
423,"[8,657,11,5662,7,26327,8,4808,357,600,11,5662,7,26327,8,4808,357,600,4008,62,11,5662,7,600,11,5662,7,26327,8,4808,357,600,11,5662,7,26327,8,4808,357,600,11,5662,7,26327,8,4808,357,600,11,5662]"
11144,"[198,3556,3846,6927,2685,6927,2685,6927,3084,4865,15,2685,2777,4092,2625,5,2685,2777,4092,2625,15,1,2685,39231,2625,5,2685,2777,4092,2625,15,1,198,3846,2777,4092,2625,5,2685,2777,4092,2625,15,1,2685,39231,2625,5,2685,2777]"
11085,"[10,77,25,25,11651,8895,1,12,77,12,10430,2394,18009,12,5631,11770,2177,1,10430,12443,12,32914,198,5956,16402,1166,1,10,77,25,10,45,13918,16402,1,10,1,45,1,10,10430,12443,12,2177,12,486,12,1157,1,10]"
7965,"[3556,64,29,14,27,377,15913,14,3556,20763,377,198,12240,64,29,91,27,64,13291,14,2536,2625,28341,14,27,20763,377,198,19076,11041,6030,27,40720,40720,73,198,7266,6927,64,29,1398,8053,29,1398,3556,64,29,14,27,377]"
10545,"[13,198,198,392,262,13,198,198,464,13,198,198,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,198,13,198,198,464,198,198,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,198,13,198,198,464,198,198,7879,7879,7879]"
1837,"[416,262,286,16820,3689,290,14,273,262,3689,17184,42865,262,286,16820,3689,290,14,273,262,3689,17184,42865,262,286,16820,3689,290,1220,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
11838,"[2430,34171,284,7343,37336,1440,4550,4550,2430,2430,370,2430,2430,34171,751,2430,23447,284,477,284,26358,7343,680,4550,751,2430,3060,284,13690,7343,477,23447,2514,4550,13690,86,2514,2860,284,2430,2430,2430,8973,92,60,198,198,464,2029,318]"
3609,"[198,11,284,262,1336,6287,10431,11,428,4003,11,262,4003,286,262,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
12544,"[13,45991,11,197,197,197,197,197,197,220,366,361,197,4943,198,366,20274,19485,197,197,18038,13,11,197,197,197,197,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
9199,"[2625,5320,1279,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,257,18,13,366,3556,71,49736,29,22039,198,220,220,220]"
12076,"[220,318,13,2393,11377,262,220,6634,11,290,198,198,11,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
6391,"[428,198,198,392,356,447,247,260,198,198,1462,198,198,1659,198,198,1659,13,198,198,1659,13,198,198,1659,13,198,198,1659,13,198,198,1659,13,198,198,1659,13,198,198,1659,13,198,198,1659,13,198,198,1659,13]"
8251,"[198,198,42,2442,198,11,1635,1635,1635,11,1635,1635,11,1635,1635,1635,11,1635,1635,1635,1635,11,1635,1635,1635,11,1635,1635,1635,1635,11,1635,1635,1635,11,1635,1635,11,1635,1635,11,198,9704,11,1635,1635,1635,11,1635,1635]"
7665,"[262,198,428,286,198,286,198,286,198,262,198,318,198,262,198,262,198,262,198,262,198,286,198,262,198,262,198,262,198,286,198,262,198,262,198,262,198,286,198,262,198,262,198,284,198,262,198,262,198,262]"
5372,"[198,75,198,75,198,75,198,75,198,75,198,75,198,75,198,81,198,64,198,13,300,198,81,198,64,198,13,300,198,75,198,75,198,75,198,75,198,75,198,75,198,75,198,75,198,75,198,84,198,75]"
5464,"[345,389,284,13,198,198,32,649,4321,11,262,4321,11,262,4321,11,262,4321,11,262,4321,11,262,4321,11,262,4321,11,262,4321,11,262,198,15002,11,262,4321,11,262,4321,11,262,4321,11,262,4321,11,262,4321,11]"
7407,"[2149,37232,220,318,393,743,307,220,220,220,220,407,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,307,198,262,1568]"
1346,"[198,197,1640,479,27726,11,85,27726,19039,2837,1890,24076,90,198,197,197,1640,3131,19039,2837,85,27726,1391,198,197,197,197,361,4731,1890,5944,11235,19039,479,27726,26,3131,14512,4731,1890,5944,11235,1391,198,197,197,197,197,13083,58]"
1685,"[198,16,28,220,220,220,220,220,220,220,220,220,220,1391,197,273,410,8,611,198,197,197,220,220,220,220,220,220,220,220,220,220,220,1391,197,273,410,8,6503,198,197,197,220,220,220,220,220,220,220,220]"
10550,"[22039,37,35830,2546,2625,16,1,42715,2625,5239,1,951,4303,2246,2751,2625,15,22039,37,35830,42715,2625,30575,10374,23252,22039,33,29,46202,19552,422,1398,8745,13,16469,30604,13,44749,13,69,9548,29847,32,367,31688,2625,40720,40720,40720,40720]"
3354,"[198,1169,11,7980,11,383,11,383,11,383,11,7980,11,383,11,383,357,25,198,11,383,11,383,11,383,11,383,11,383,11,383,11,383,11,383,11,383,11,383,11,383,11,383,11,383,11,383,11,383,11]"
5166,"[13,68,3609,84,13,2398,14,66,344,13,6494,29,198,416,1635,262,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1635,220]"
1536,"[1635,6634,220,1635,220,1635,220,220,1635,220,220,1635,220,220,220,1635,220,220,220,220,220,262,6634,286,198,220,220,220,220,220,220,220,220,1635,884,584,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
10415,"[220,198,10628,1229,91,62,59,15,1635,62,91,62,91,198,11,262,312,15069,49962,1635,62,11,362,834,62,24843,62,739,930,930,1635,16213,9107,91,13,198,220,198,930,930,930,930,59,3467,220,930,930,1635,13789,930]"
556,"[62,265,7,657,1391,15,67,8,7783,197,220,197,197,220,197,220,796,198,75,197,8,14512,8056,198,14453,198,198,62,265,7,657,1391,15,67,8,9139,7783,7,197,16,17,8726,493,361,62,197,796,197,198,75]"
6142,"[11,262,198,1303,8,1303,8,1303,8,1303,8,1303,8,1303,8,198,2235,220,220,220,220,220,220,220,220,220,220,1303,8,1303,8,1303,8,198,2,198,2235,220,220,220,220,220,220,220,220,220,220,1303,8,1303]"
10180,"[13,286,262,3825,13,198,198,392,326,338,198,198,392,326,338,198,198,392,326,338,198,198,392,326,338,198,198,392,326,338,198,198,392,326,338,198,198,392,326,338,198,198,392,326,338,198,198,392,326,338]"
11515,"[262,13,198,198,464,13,198,198,464,15824,13,198,198,464,13,198,198,464,13,198,198,464,13,198,198,16962,824,13,198,198,16962,824,13,198,198,2514,13,198,198,2514,13,198,198,2514,13,198,198,2514,13,198]"
6672,"[11,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,657,11,288,11,198,64,19,11,64,19,657,87,21,64,17,11,67,3388]"
1758,"[2124,2124,2124,24136,24136,19707,2124,25948,2124,2124,2124,87,2124,24136,19707,2124,2124,2124,2124,2124,24136,19707,2124,2124,2124,2124,2124,24136,19707,2124,2124,2124,2124,2124,2124,2124,2124,2124,2124,25061,2124,2124,2124,2124,87,2124,2124,2124,2124,24136]"
8666,"[198,198,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,9,198,198,13,366,5072,1,7879,1,2438,11,366,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879]"
5760,"[5898,6927,368,6927,64,13291,28,198,1,27,32,198,1,27,40,42715,2625,5320,16060,3556,32,29,22039,32,198,1,27,40,42715,2625,5320,11280,3556,32,29,1279,32,198,1,27,40,42715,2625,5320,10019,3556,32,12240,40,12240]"
4515,"[198,198,464,198,198,40,198,198,464,198,198,40,198,198,1169,198,198,392,198,198,40,198,198,1169,198,198,40,198,198,40,198,198,1169,198,198,40,198,198,464,198,198,464,198,198,40,198,198,464,198,198]"
8581,"[171,105,223,165,242,222,161,109,252,17739,105,163,120,231,171,121,231,171,121,231,171,121,231,171,121,231,171,121,231,171,121,231,171,121,231,171,121,231,171,121,231,171,121,231,171,121,231,171,121,231]"
12762,"[7146,12240,7146,12240,7146,12240,7146,29,198,27,71,18,29,198,27,7146,29,198,27,64,13291,2625,4023,1378,2503,13,273,6008,13,785,14,489,82,14,5320,198,27,9600,198,7635,2625,22468,25,826,26,10330,12,3506,25,8295]"
13948,"[705,2,1148,268,284,262,1148,268,705,2,284,262,12520,237,230,284,262,12520,237,230,284,262,12520,237,230,284,262,12520,237,230,284,262,12520,237,230,284,262,12520,237,230,284,262,12520,237,230,284,262,12520,237,230]"
4698,"[220,198,198,2,361,4299,11096,2,198,2,788,262,4277,318,8005,198,2,32088,198,2,361,4299,11096,2,198,2,788,262,4277,318,21560,198,2,32088,198,2,361,4299,8005,2,198,2,788,262,4277,318,21560,198,2,32088]"
11856,"[36792,198,72,39277,197,37023,69,197,72,45039,36792,18,28104,47026,28104,47026,220,220,25,220,12,45039,36792,198,72,45039,197,30337,197,220,197,220,197,220,220,220,220,220,220,220,220,220,1058,220,220,220,220,220,220,36792]"
13172,"[197,32,7058,50,4895,5036,73,220,220,366,220,33172,220,220,220,220,33172,220,220,220,220,33172,220,220,33172,220,220,220,220,366,220,220,33172,32,7058,50,4895,730,73,220,220,220,220,366,33172,220,220,220,220,13538]"
12441,"[13291,2625,4023,1378,2503,13,77,73,13,2398,14,10755,14,23569,13,6494,5320,1279,8671,29,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,7359,64,12240]"
2324,"[11,318,340,393,1635,13,357,326,262,10442,770,1635,3788,5693,3232,1635,198,9387,2035,287,26,1231,198,198,8,31827,481,26,3038,2911,362,262,11,198,318,340,393,1635,13,357,326,262,10442,770,1635,3788,5693,3232,1635,198]"
3518,"[29,1635,11,9,198,29,1635,13,19069,391,13,11,9,198,29,1635,11,37,9,198,29,1635,13,69,9,198,29,1635,11,9,198,29,1635,11,9,198,29,1635,11,9,198,29,1635,11,9,198,29,1635,11,9]"
12199,"[8,416,198,198,13,198,198,13,220,198,13,198,198,13,198,198,13,198,198,13,628,628,628,628,198,198,13,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628,628]"
2433,"[33942,47026,8,1058,197,198,604,11207,55,13,36792,198,33,24,830,47026,8,1058,197,198,604,1539,55,13,36792,198,33,24,2167,47026,8,1058,197,198,604,1539,55,13,36792,220,198,33,5824,405,47026,8,1058,197,198,604]"
2838,"[36592,1961,3336,28536,5357,3336,220,220,376,46144,7473,198,1003,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,5357,3336,23210,220]"
4445,"[7742,11,4492,11,2932,2808,11,12131,13,15862,14,19727,36776,24525,55,45325,3963,3336,24644,8428,3482,8411,1705,7136,5382,8147,1705,21935,2932,5586,2693,5986,8147,3482,8411,1705,2932,286,2047,5986,287,309,11,12131,3261,8147,352,3576,383,287]"
9348,"[257,13,1635,26,198,220,1635,262,1635,26,220,1635,26,220,220,220,220,220,1635,26,220,220,1635,26,220,220,220,220,220,1635,26,220,220,220,220,220,1635,26,220,220,220,220,220,1635,26,220,220,220,220,220]"
6786,"[26,318,198,262,198,376,286,198,262,376,286,16652,17142,34482,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,376,198,340]"
3422,"[198,59,59,3467,9,59,9,19990,198,59,19990,198,59,19990,198,59,7879,198,59,3467,19990,198,59,7879,198,59,19990,198,59,7879,198,59,19990,198,59,19990,198,59,7879,198,59,19990,198,59,19990,198,59,7879,198,59]"
12650,"[262,11,383,13,262,262,198,198,464,513,4736,23822,468,3876,198,198,464,513,4736,23822,468,3876,198,198,464,513,4736,23822,468,3876,198,198,464,513,4736,23822,468,3876,198,198,464,513,4736,23822,468,198,198,464,513,4736]"
10217,"[7,198,198,2,766,17232,62,787,198,2,351,198,2,890,355,198,2,284,198,2,428,11,6822,13,1268,393,340,198,198,2,766,17232,62,787,198,2,351,198,2,890,355,198,2,284,198,2,428,11,6822,13]"
10484,"[220,198,286,262,3232,10442,220,198,532,220,198,532,13789,318,262,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
4615,"[770,5964,318,2810,329,779,351,262,22961,34,13789,13,198,16,198,16,13,770,5964,318,2810,329,779,351,262,22961,34,13789,13,198,16,198,16,13,770,5964,318,2810,329,779,351,262,22961,34,13789,13,198,16,198,16]"
5831,"[7783,29,198,198,25,1279,28664,29,198,3556,28664,29,198,25,220,1279,1860,29,198,220,220,1279,377,12240,377,29,198,3556,1860,29,198,198,25,27,28664,29,198,3556,28664,29,198,25,1279,1860,29,198,220,220,1279,377]"
4892,"[1073,381,283,18843,18843,13,198,197,198,197,82,7783,20575,10044,10044,32180,18843,8,14134,3575,602,7,15878,7203,1635,5345,357,269,15042,1391,3855,23948,2644,8,1600,500,6371,15878,1635,66,198,197,8053,1416,13,198,197,198,197,82]"
13996,"[3467,1782,1391,7,3467,26,611,26,6889,198,3467,1782,1391,7,3467,26,611,26,6889,198,3467,1782,90,8,3467,92,3467,92,3467,92,1391,7,3467,26,611,26,6889,198,3467,1782,1391,7,3467,26,611,26,6889,198,3467,1782]"
3569,"[197,4871,12,11031,197,198,12,4871,11031,12,4871,11031,197,198,12,4871,11031,12,4871,11031,12,4871,11031,197,198,12,4871,11031,12,4871,11031,12,4871,11031,12,4871,11031,198,532,4871,11031,12,4871,11031,12,4871,11031,12,4871,11031]"
1233,"[61,371,61,371,61,371,61,311,61,371,61,371,61,371,61,311,61,371,49,61,49,61,371,61,371,61,371,61,311,61,371,61,371,61,371,61,371,61,371,61,371,61,371,61,371,61,371,61,371,61]"
2570,"[262,13789,13,198,290,198,290,198,13,198,13,198,13,198,13,198,6,198,392,198,13,198,13,198,13,198,13,198,392,198,13,198,13,198,13,198,392,198,13,198,13,198,13,198,13,198,392,198,13,198]"
12337,"[62,76,62,198,76,62,64,62,64,62,64,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,32,62,1847,1462]"
7906,"[13,8457,198,198,27,12048,12351,2625,8457,14,24,13,8457,30,85,18,23984,12048,29,198,197,27,12048,12351,2625,8457,14,24,13,8457,30,85,18,23984,12048,29,198,197,27,12048,12351,2625,8457,14,24,13,8457,30,85,18]"
12621,"[220,220,220,1058,29412,220,366,220,220,366,220,220,1058,220,220,220,220,220,366,198,220,366,220,220,220,220,220,220,220,220,220,1058,220,220,220,220,366,220,220,21015,1,198,220,1058,220,220,220,220,220,220]"
4897,"[1635,284,262,1635,284,262,1635,284,262,1635,284,262,1635,284,262,1635,1635,284,262,1635,1635,1635,198,284,262,1635,1635,1635,1635,284,262,1635,1635,198,284,262,1635,1635,1635,1635,284,262,1635,1635,1635,198,284,262,1635,1635]"
3289,"[705,2,198,6,2471,2836,705,2,198,6,2471,1448,705,2,198,6,2471,1363,705,2,198,6,2471,1363,705,2,198,6,2471,7582,705,2,198,13,198,2471,900,7220,705,2,198,6,2471,900,8094,705,2,198,6,2471]"
9331,"[13153,5390,11,198,1268,3336,11,13,198,198,13,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,198,198]"
10167,"[13,674,3053,287,17469,3053,284,836,6782,32793,534,198,1285,345,3954,13,357,470,597,8009,4529,290,345,379,262,4360,470,2174,6861,3053,4058,13,674,3053,287,17469,3053,284,836,6782,32793,534,198,1285,345,3954,3053,290,345,379]"
9425,"[12,38584,2430,14,2404,12567,12,12315,12,43810,12,38584,25719,14,6519,47720,25,4895,14,2404,12567,12,12315,12,43810,12,38584,2430,14,1298,2404,12567,12,12315,12,43810,12,38584,25719,14,6519,47720,25,4895,14,2404,13,732,12567,14]"
8811,"[307,197,259,10213,351,262,220,197,220,197,220,220,220,220,197,220,220,220,220,220,197,220,220,220,220,220,197,220,220,220,198,262,220,197,220,220,220,220,197,220,220,220,220,197,220,220,220,220,220,220]"
9412,"[198,284,262,5034,2420,220,198,284,220,220,220,1635,5002,220,198,262,220,220,220,220,198,262,220,220,220,220,198,262,220,220,220,220,198,262,220,220,220,220,198,262,220,220,220,220,198,262,220,220,220,220]"
13391,"[12,198,7170,13,198,2,1596,396,290,672,785,2,287,9866,14,2297,9346,13,5117,2436,2,1303,16,13,198,2,1596,396,290,672,785,2,287,9866,14,2297,9346,13,5117,2436,2,3740,1296,14,1303,16,13,198,198,2]"
13656,"[257,14,423,257,11,428,26,318,13,201,198,201,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,201,198,220,220,220,220,220,220,220]"
9650,"[2221,13,198,198,1003,2393,1675,900,220,700,82,329,764,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
895,"[287,262,1708,1635,628,220,220,220,383,307,14,393,262,273,1635,198,220,220,220,383,284,290,262,273,1635,198,220,220,220,383,307,14,393,262,273,220,1635,198,220,220,220,383,284,290,262,273,1635,198,220,220]"
12739,"[198,1174,198,198,1174,198,198,1174,2503,13,1174,198,14,73,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14,198,14]"
10802,"[90,45991,27422,90,45991,92,198,7,361,8,9139,81,13,45991,198,198,90,45991,92,198,198,90,45991,92,198,198,90,45991,92,198,198,90,45991,92,198,198,90,45991,92,198,198,90,45991,92,198,198,90,45991,92,198]"
13384,"[262,6082,290,1635,1635,198,10314,13,1635,1635,262,1438,286,6634,15762,13,1635,1635,262,1438,286,6634,15762,13,1635,1635,198,262,1438,286,6634,15762,13,1635,1635,198,262,1438,286,6634,15762,13,1635,1635,198,262,1438,286,6634,15762]"
1263,"[198,286,286,286,262,290,286,262,198,286,262,286,262,286,262,286,262,198,286,262,286,262,286,262,198,286,262,286,262,286,262,286,262,198,262,286,262,286,262,286,262,286,262,198,286,262,286,262,286,262]"
8005,"[262,22961,3611,5094,10483,26426,198,287,22961,3611,5094,10483,4541,198,318,220,262,416,5693,2196,220,597,198,3038,13789,357,286,13,263,220,1568,265,13,220,393,22961,5094,220,3232,220,352,2035,1635,355,2196,262,1635,10442,198,5888]"
4887,"[198,1635,1635,220,393,257,6903,15370,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,326,198,1635,1635,1635,220,220,220,220,220,220,220,220,220]"
5770,"[20692,7,13271,8635,13,18833,3849,7,79,4008,198,13,197,62,197,62,197,62,197,62,4808,8,198,62,197,62,197,62,197,62,197,62,4808,198,62,197,62,197,62,197,62,197,62,197,62,197,62,197,62,197]"
12832,"[307,1635,1635,262,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,7473,340,307,11,15529,393,56,262,46144,198,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,26,198]"
8079,"[80,290,198,284,14,17474,44489,2656,13,198,15424,7539,2656,670,661,26062,11405,14645,13,49,42717,470,43425,20979,412,198,10162,2,12,356,198,1566,1220,13,262,532,5078,42717,2,80,836,14,14784,284,418,80,460,284,611,1549]"
8310,"[11,475,460,290,198,11,290,13,198,11,198,11,290,11,198,11,198,11,290,11,198,11,290,11,198,11,290,11,198,392,11,198,392,11,198,392,11,198,392,11,198,392,11,198,392,11,198,392,11,198]"
5315,"[251,198,447,251,447,246,447,247,198,447,251,198,447,250,447,250,198,447,246,447,250,198,447,250,198,447,250,198,447,250,198,447,250,198,198,447,250,198,198,447,250,198,198,447,250,198,198,447,250,198]"
3043,"[40749,27835,11,393,785,13,40749,663,1570,198,988,13,40749,23789,263,11,393,785,13,40749,23789,263,11,393,785,13,40749,198,17904,21572,11,393,785,13,40749,663,1570,393,785,13,40749,23789,263,11,393,785,13,198,4653,988]"
6306,"[1635,286,262,1635,284,1635,262,1635,284,1635,262,1635,284,1635,262,1635,284,1635,262,1635,284,1635,284,1635,262,1635,284,1635,262,1635,284,1635,262,1635,284,198,1635,284,1635,262,1635,284,1635,262,1635,262,1635,284,1635,262]"
8753,"[13,2750,262,11867,5535,5828,338,6896,968,198,1353,11867,5535,5828,338,6896,968,198,2177,14439,7092,317,10960,27589,25,4346,35910,2003,1096,39,19647,26925,198,3278,1584,13,2750,262,11867,5535,5828,338,6896,968,198,2177,14439,7092,317,10960]"
13133,"[13,262,3788,26,262,286,198,286,262,198,13,220,286,262,198,13,220,286,262,198,13,220,286,262,198,13,220,286,262,198,13,220,286,262,198,13,220,286,262,198,26,220,286,262,198,13,220,286,262,198]"
5966,"[198,198,27,7146,1398,2625,28341,8053,22039,28112,28,5,77,24145,26,36854,7406,147,111,438,12240,7146,29,198,27,7146,1398,2625,1228,897,5320,198,27,12048,12351,2625,1003,9806,32341,13,18769,26418,32341,13,785,14,1228,897,14,8019]"
5131,"[13,262,13,198,198,1169,13,262,13,262,13,262,13,262,13,262,13,262,13,262,13,198,198,5562,13,262,13,284,262,13,262,13,262,13,284,262,13,262,13,262,13,198,198,1169,13,262,13,262,13,262]"
2421,"[45,1847,11,49,10619,40,11,198,11,35,2390,6375,45,1847,11,35,2390,11,35,2390,6375,45,1847,11,35,2390,6375,45,1847,11,35,2390,6375,45,1847,11,35,2390,6375,45,1847,11,35,2390,6375,45,1847,11,198,11]"
87,"[262,447,247,284,290,13,198,198,464,447,247,290,447,247,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251,447,251]"
12985,"[197,28,34,15,796,197,197,34,17,796,22,11249,197,197,197,28,35613,198,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,34,18,796,22,11249,197,197,197,28,34,16,198,197,197,197,197]"
3117,"[198,27,28112,36658,18604,43679,3963,22904,15365,25,46111,18604,14610,198,27,28112,36658,18604,43679,3963,22904,15365,357,49560,2538,8,46111,18604,14610,198,27,38148,18671,3069,47,29266,2751,28,16,347,12532,1137,28,15,18671,3069,4303,2246,2751,28]"
5050,"[262,198,11,438,318,407,257,198,11,438,318,407,257,198,11,438,318,407,257,198,11,650,318,407,257,198,11,650,318,407,257,198,11,650,318,407,257,198,11,650,318,407,257,198,11,650,3180,5626,257,198]"
8778,"[345,743,407,779,428,220,220,220,220,220,220,220,220,220,220,1635,657,220,220,220,220,743,307,9387,739,262,197,198,13,428,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
5227,"[329,366,7621,287,2393,477,21004,4935,26052,60,198,10097,2,477,21004,4935,7368,60,198,198,2,10097,438,198,2,28373,2665,13,198,2,10097,438,198,198,2,10097,438,198,2,3611,3689,198,2,10097,438,198,198,2,10097,438]"
5286,"[5693,355,3232,1003,22961,318,201,198,262,11,2196,201,198,379,1003,2035,1003,11,262,5693,355,22961,11,597,262,11,3199,1430,201,198,318,8,262,11,2196,201,198,379,1003,2035,1003,11,262,5693,318,3232,1003,22961,11,597]"
373,"[1,197,198,198,1003,198,1003,198,1003,198,1,7785,16,366,198,1,11235,4049,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1]"
461,"[198,465,198,465,198,465,198,262,198,465,198,465,198,262,198,14363,198,465,198,465,198,465,198,262,198,14363,198,465,198,465,198,465,198,262,198,465,198,465,198,465,198,465,198,465,198,465,198,465,198,465]"
1772,"[657,11,15,657,87,17,657,657,87,23,657,657,87,18,657,87,16,657,87,15,657,87,15,657,87,15,657,87,15,657,87,15,657,87,24,657,657,87,15,657,87,15,657,87,17,657,657,657,87,15]"
7138,"[262,198,290,11,220,287,477,220,220,220,220,286,262,220,220,220,286,262,220,220,220,286,262,220,220,220,220,286,262,220,220,220,220,286,262,220,220,220,220,286,262,220,220,220,220,286,262,220,220,220]"
2847,"[316,1,14,12240,39231,18,12240,12626,29,198,27,12626,1398,2625,19522,22039,12626,1398,2625,19522,22039,12626,1398,2625,19522,5320,49736,3556,12626,29,198,27,12626,1398,2625,19522,5320,12626,3556,12626,29,198,12626,3556,12626,12240,12626,29,198,27]"
12565,"[16,7,50,8,198,92,198,7,13271,8635,828,304,20692,3849,657,62,13252,62,3849,1391,16,62,13252,62,3849,92,198,7,15,62,13252,62,3849,828,68,20692,3849,657,62,13252,62,3849,1391,16,62,13252,62,3849,92,198]"
10065,"[407,286,326,286,198,287,13,286,326,286,198,287,428,198,287,13,286,198,287,13,286,198,287,13,286,198,287,13,286,198,287,13,286,198,287,13,286,198,287,13,286,198,287,13,286,198,287,13,286,198]"
13441,"[318,262,198,1635,1635,1268,45,4503,3525,1635,1635,1268,15285,9,1635,1635,1268,15285,9,1635,1268,15285,9,1635,1635,1268,15285,9,1635,1635,1268,15285,9,1635,1635,1268,15285,9,1635,1635,1268,15285,9,1635,1635,1268,15285,9,1635,1635]"
6817,"[13,198,13,198,198,9,1635,1635,198,13,198,198,9,1635,1635,198,198,9,1635,1635,198,198,10,3880,10541,10,198,91,198,13,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
828,"[1037,11,290,11,356,13,198,198,464,649,11,262,649,198,198,464,649,11,262,649,198,198,464,649,11,262,649,198,198,464,649,11,262,649,198,198,464,649,11,262,649,198,198,464,649,11,262,649,198,198]"
6003,"[197,18403,197,3672,28,4906,198,62,11,1391,1776,3672,28,4906,5512,3817,198,11,9501,198,62,11,1391,1776,3672,28,4906,92,1614,198,11,12708,62,20797,16668,62,197,2393,62,197,275,62,1614,11,7,9501,198,275,10057,43458]"
